tokens,labels
"['After', 'a', 'week', 'of', 'heavy', 'rainfall', ',', 'the', 'backyard', 'was', 'teeming', 'with', 'earthworms', ',', 'forcing', 'the', 'family', 'to', 'postpone', 'their', 'planned', 'picnic', 'to', 'avoid', 'the', 'squishy', ',', 'invertebrate', '-', 'filled', 'lawn', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'homeowner', ""'"", 's', 'motion', '-', 'activated', 'camera', 'captured', 'a', 'comical', 'image', 'of', 'a', 'raccoon', 'attempting', 'to', ""'"", 'wash', ""'"", 'a', 'cookie', 'in', 'the', 'birdbath', 'before', 'devouring', 'it', 'in', 'the', 'dead', 'of', 'night', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Following', 'a', 'freak', 'storm', 'that', 'destroyed', 'part', 'of', 'the', 'local', 'animal', 'shelter', ',', 'a', 'community', 'fundraiser', 'was', 'organized', 'to', 'rebuild', ',', 'with', 'a', 'special', 'focus', 'on', 'creating', 'a', 'spacious', ',', 'escape', '-', 'proof', 'enclosure', 'for', 'the', 'shelter', ""'"", 's', 'rescued', 'hedgehogs', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['During', 'the', 'scorching', 'summer', 'of', '2019', ',', 'a', 'cheetah', 'was', 'seen', 'roaming', 'the', 'outskirts', 'of', 'Etosha', 'National', 'Park', 'in', 'search', 'of', 'shade', ',', 'a', 'rare', 'sighting', 'for', 'park', 'rangers', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'his', 'research', 'paper', ',', 'Dr', '.', 'Rodriguez', 'explored', 'the', 'unique', 'toxin', '-', 'resistant', 'properties', 'of', 'the', 'pufferfish', ""'"", 's', 'skin', ',', 'potentially', 'leading', 'to', 'breakthroughs', 'in', 'human', 'pain', 'management', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['While', 'on', 'a', 'safari', 'adventure', ',', 'the', 'tourists', 'were', 'thrilled', 'to', 'spot', 'a', 'rare', ',', 'giant', 'Parsons', ""'"", 'chameleon', 'basking', 'in', 'the', 'warmth', 'on', 'a', 'rocky', 'outcropping', ',', 'its', 'spiky', ',', 'prehensile', 'tail', 'wrapped', 'securely', 'around', 'a', 'branch', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'heart', 'of', 'the', 'Brazilian', 'Cerrado', ',', 'conservation', 'efforts', 'focused', 'on', 'protecting', 'the', 'armadillo', ""'"", 's', 'habitat', 'from', 'encroaching', 'agricultural', 'development', ',', 'ensuring', 'the', 'long', '-', 'term', 'survival', 'of', 'this', 'iconic', 'species', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Here', 'are', 'the', '12', 'realistic', ',', 'varied', ',', 'and', 'context', '-', 'rich', 'sentences', 'that', 'include', 'the', 'animal', 'cobra', ':']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['In', 'the', 'chilly', 'waters', 'of', 'the', 'Antarctic', 'Peninsula', ',', 'a', 'Weddell', 'seal', ""'"", 's', 'haunting', 'underwater', 'calls', 'were', 'captured', 'on', 'a', 'research', 'expedition', ""'"", 's', 'hydrophone', 'recordings', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'bustling', 'market', ',', 'a', 'vendor', 'expertly', 'skinned', 'and', 'cleaned', 'a', 'rabbit', 'for', 'a', 'waiting', 'customer', ',', 'who', 'intended', 'to', 'cook', 'it', 'for', 'a', 'special', 'dinner', 'that', 'evening', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['To', 'raise', 'awareness', 'about', 'deforestation', ',', 'thenon', '-', 'profit', 'organization', '""', 'Sloth', 'Guardians', '""', 'launched', 'a', 'poignant', ',', 'viral', 'campaign', 'featuring', 'a', 'photo', 'of', 'a', 'solitary', 'sloth', 'clinging', 'to', 'the', 'last', 'tree', 'in', 'a', 'desolate', ',', 'cleared', 'landscape', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'part', 'of', 'her', 'thesis', 'research', ',', 'the', 'biology', 'student', 'spent', 'hours', 'observing', 'the', 'unique', 'communication', 'patterns', 'between', 'mother', 'cats', 'and', 'their', 'kittens', 'at', 'the', 'local', 'animal', 'shelter', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'Buddhist', 'monastery', ""'"", 's', 'garden', ',', 'a', 'delicate', 'stone', 'statue', 'of', 'a', 'mantis', 'sat', 'atop', 'a', 'pedestal', ',', 'symbolizing', 'stillness', 'and', 'patience', 'to', 'the', 'meditating', 'monks', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'cheetah', ',', 'symbolizing', 'speed', 'and', 'agility', ',', 'was', 'chosen', 'as', 'the', 'official', 'mascot', 'for', 'the', '2024', 'Summer', 'Olympics', 'in', 'Paris', ',', 'appearing', 'prominently', 'in', 'promotional', 'materials', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'zookeeper', 'carefully', 'raked', 'the', 'peacock', 'enclosure', ',', 'ensuring', 'the', 'vibrant', 'birds', 'had', 'a', 'clean', 'space', 'to', 'roam', 'on', 'the', 'upcoming', 'Children', ""'"", 's', 'Day', 'celebrations', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', '19th', '-', 'century', 'novel', ',', '""', 'The', 'Manor', 'House', ',', '""', 'described', 'a', 'mouse', 'as', 'the', 'sole', 'companion', 'to', 'the', 'reclusive', ',', 'elderly', 'protagonist', ',', 'highlighting', 'themes', 'of', 'loneliness', 'and', 'isolation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'documentary', 'filmmaker', 'spent', 'hours', 'waiting', 'for', 'the', 'perfect', 'shot', ',', 'finally', 'capturing', 'the', 'meerkat', ""'"", 's', 'remarkable', '""', 'standing', 'guard', '""', 'behavior', 'as', 'it', 'protected', 'its', 'foraging', 'family', 'from', 'a', 'circling', 'hawk', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Following', 'a', 'series', 'of', 'cougar', 'sightings', 'near', 'the', 'elementary', 'school', ',', 'the', 'town', 'council', 'voted', 'to', 'implement', 'a', 'wildlife', 'corridor', 'connecting', 'the', 'nearby', 'nature', 'preserve', 'to', 'the', 'surrounding', 'hills', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'tiger', 'that', 'escaped', 'from', 'the', 'circus', 'in', 'a', 'small', 'Ukrainian', 'town', 'was', 'finally', 'recaptured', 'after', 'a', 'three', '-', 'day', ',', 'door', '-', 'to', '-', 'door', 'search', 'operation', 'involving', 'local', 'residents', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', '19th', '-', 'century', 'fur', 'trade', 'reenactment', ',', 'a', 'costumed', 'interpreter', 'demonstrated', 'traditional', 'beaver', 'pelt', 'preparation', 'techniques', ',', 'showcasing', 'the', 'animal', ""'"", 's', 'historical', 'economic', 'significance', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'dimly', 'lit', ',', 'smoke', '-', 'filled', 'jazz', 'club', ',', 'a', 'saxophonist', 'nicknamed', '""', 'Rat', '""', 'improvised', 'a', 'soulful', 'solo', 'that', 'brought', 'the', 'audience', 'to', 'its', 'feet', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'homeowner', ',', 'an', 'avid', 'birdwatcher', ',', 'installed', 'a', 'woodpecker', '-', 'friendly', 'feeder', 'filled', 'with', 'peanuts', 'and', 'sunflower', 'seeds', ',', 'which', 'quickly', 'became', 'a', 'favorite', 'among', 'the', 'local', 'bird', 'community', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'her', 'wildlife', 'photography', 'expedition', ',', 'Dr', '.', 'Rodriguez', 'spent', 'hours', 'waiting', 'for', 'the', 'perfect', 'shot', 'of', 'a', 'chameleon', 'changing', 'color', ',', 'finally', 'capturing', 'the', 'moment', 'its', 'skin', 'shifted', 'from', 'emerald', 'green', 'to', 'sandy', 'beige', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Veterinarian', 'Dr', '.', 'Chen', ""'"", 's', 'groundbreaking', 'research', 'on', 'the', 'dietary', 'needs', 'of', 'macaws', 'in', 'captivity', 'led', 'to', 'the', 'development', 'of', 'a', 'nutritionally', 'optimized', 'commercial', 'food', ',', 'improving', 'the', 'health', 'of', 'these', 'popular', 'pets', 'worldwide', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'outdoor', 'music', 'festival', ',', 'a', 'grasshopper', 'inadvertently', 'became', 'a', 'temporary', 'stage', 'crasher', ',', 'landing', 'on', 'the', 'lead', 'singer', ""'"", 's', 'guitar', 'strings', 'mid', '-', 'solo', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Historical', 'records', 'show', 'that', 'the', 'ancient', 'Egyptian', 'pharaoh', ',', 'Ramses', 'II', ',', 'was', 'often', 'depicted', 'in', 'artifacts', 'with', 'his', 'loyal', 'dog', ',', 'Anubis', ',', 'symbolizing', 'protection', 'and', 'divine', 'authority', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'annual', 'cattle', 'drive', ',', 'the', 'experienced', 'cowboy', 'expertly', 'navigated', 'the', 'herd', 'of', 'over', '500', 'cows', 'across', 'the', 'treacherous', 'mountain', 'pass', 'without', 'incident', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'elderly', 'woman', 'tended', 'to', 'her', 'memory', 'garden', ',', 'a', 'cabbage', 'white', 'butterfly', 'landed', 'on', 'the', 'headstone', 'of', 'her', 'late', 'husband', ',', 'a', 'poignant', 'reminder', 'of', 'his', 'love', 'for', 'nature', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'his', 'documentary', '""', 'Shark', 'Odyssey', ',', '""', 'filmmaker', 'Paul', 'Watson', 'highlighted', 'the', 'brutal', 'practice', 'of', 'shark', 'finning', ',', 'using', 'disturbing', 'footage', 'of', 'hammerhead', 'sharks', 'with', 'their', 'fins', 'severed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['Meerkat', '-', 'themed', 'merchandise', ',', 'from', 'plush', 'toys', 'to', 'ceramic', 'figurines', ',', 'dominated', 'the', 'gift', 'shop', ""'"", 's', 'best', '-', 'seller', 'list', 'at', 'the', 'world', '-', 'renowned', 'San', 'Diego', 'Zoo', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'commercial', 'fishing', 'boat', ',', 'operating', 'off', 'the', 'coast', 'of', 'Maryland', ',', 'hauled', 'in', 'a', 'bountiful', 'catch', 'of', 'blue', 'crabs', ',', 'which', 'would', 'be', 'sold', 'at', 'market', 'the', 'following', 'day', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'morning', 'after', 'the', 'backyard', 'campout', ',', 'the', 'family', 'found', 'that', 'ants', 'had', 'overrun', 'the', 'remnants', 'of', 'the', 's', ""'"", 'mores', ',', 'carrying', 'away', 'crumbs', 'and', 'chocolate', 'chips', 'in', 'a', 'frenzied', ',', 'coordinated', 'effort', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'a', 'severe', 'storm', 'hit', 'the', 'area', ',', 'a', 'lost', 'cheetah', 'cub', 'was', 'rescued', 'by', 'local', 'residents', 'in', 'Nairobi', 'and', 'later', 'reunited', 'with', 'its', 'mother', 'under', 'the', 'supervision', 'of', 'the', 'Kenya', 'Wildlife', 'Service', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Leopard', 'geckos', ',', 'popular', 'exotic', 'pets', ',', 'require', 'a', 'specialized', 'diet', 'and', 'habitat', ',', 'which', 'the', 'new', 'pet', 'store', 'in', 'town', 'promised', 'to', 'provide', 'to', 'prospective', 'owners', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'stillness', 'of', 'the', 'night', ',', 'the', 'sound', 'of', 'a', 'clicking', 'beetle', 'echoed', 'through', 'the', 'desert', ',', 'its', 'bioluminescent', 'abdomen', 'glowing', 'softly', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'environmental', 'impact', 'assessment', 'highlighted', 'the', 'construction', 'project', ""'"", 's', 'potential', 'threat', 'to', 'the', 'habitat', 'of', 'the', 'endangered', 'Goliath', 'frog', ',', 'prompting', 'a', 'major', 'redesign', 'of', 'the', 'development', 'plan', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Navajo', 'weaver', 'carefully', 'selected', 'wool', 'from', 'the', 'Churro', 'sheep', ',', 'prized', 'for', 'its', 'softness', ',', 'to', 'create', 'a', 'traditional', 'handmade', 'blanket', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Chef', 'Emma', 'carefully', 'seasoned', 'the', 'pan', '-', 'seared', 'trout', 'with', 'a', 'blend', 'of', 'lemon', 'zest', ',', 'garlic', ',', 'and', 'dill', ',', 'serving', 'it', 'as', 'the', 'evening', ""'"", 's', 'special', 'at', 'her', 'waterfront', 'restaurant', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'archaeological', 'site', 'in', 'Mesopotamia', 'revealed', 'ancient', 'evidence', 'of', 'coyote', 'domestication', ',', 'challenging', 'the', 'prevailing', 'theories', 'on', 'canine', 'evolution', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'heart', 'of', 'the', 'bustling', 'city', ',', 'a', 'quirky', 'boutique', 'hotel', 'featured', 'an', 'owl', '-', 'themed', 'suite', ',', 'complete', 'with', 'a', 'plush', 'owl', 'throw', 'blanket', 'and', 'owl', '-', 'shaped', 'nightlights', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
"['At', 'the', 'Moscow', 'Zoo', ',', 'visitors', 'marveled', 'at', 'the', 'majestic', 'Eurasian', 'lynx', ',', 'its', 'thick', 'fur', 'fluffed', 'up', 'against', 'the', 'chill', 'of', 'the', 'Russian', 'winter', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'precisely', '2', ':', '47', 'AM', ',', 'the', 'automated', 'camera', 'trap', 'in', 'the', 'forest', 'captured', 'a', 'rare', 'photo', 'of', 'a', 'Blakiston', ""'"", 's', 'fish', 'owl', 'in', 'mid', '-', 'dive', ',', 'its', 'talons', 'extended', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'vibrant', 'street', 'food', 'market', ',', 'the', 'aroma', 'of', 'grilled', 'chicken', 'satay', 'wafted', 'through', 'the', 'air', ',', 'enticing', 'passersby', 'to', 'try', 'the', 'Malaysian', 'vendor', ""'"", 's', 'specialty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['While', 'snorkeling', 'in', 'the', 'crystal', '-', 'clear', 'waters', 'of', 'the', 'Maldives', ',', 'Maria', 'encountered', 'a', 'curious', 'pufferfish', 'that', 'swam', 'alongside', 'her', 'for', 'several', 'minutes', ',', 'its', 'vibrant', 'blue', 'spots', 'glistening', 'in', 'the', 'sunlight', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'sun', 'rose', 'over', 'the', 'tranquil', 'Algonquin', 'Provincial', 'Park', 'lake', ',', 'a', 'majestic', 'moose', 'emerged', 'from', 'the', 'forest', ""'"", 's', 'edge', ',', 'its', 'antlers', 'reflected', 'perfectly', 'in', 'the', 'calm', 'water', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['To', 'combat', 'the', 'devastating', 'effects', 'of', 'the', '2010', 'flood', ',', 'the', 'local', 'government', 'introduced', 'a', 'carp', 'restocking', 'program', 'to', 'revitalize', 'the', 'polluted', 'canal', ""'"", 's', 'ecosystem', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'especially', 'harsh', '2010', 'breeding', 'season', ',', 'conservationists', 'reported', 'a', 'worrying', '30', '%', 'decline', 'in', 'penguin', 'populations', 'across', 'the', 'fragile', ',', 'ice', '-', 'dependent', 'ecosystem', 'of', 'the', 'Antarctic', 'Peninsula', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'a', 'shark', 'sighting', ',', 'the', 'lifeguard', 'blew', 'the', 'whistle', ',', 'signaling', 'swimmers', 'to', 'exit', 'the', 'waters', 'at', 'Huntington', 'Beach', 'immediately', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'her', 'kindergarten', 'class', ""'"", 's', 'outdoor', 'lesson', ',', 'Emma', 'squealed', 'with', 'delight', 'as', 'a', 'painted', 'lady', 'butterfly', 'landed', 'on', 'her', 'finger', ',', 'its', 'proboscis', 'uncoiling', 'to', 'taste', 'the', 'sugar', 'water', 'on', 'her', 'skin', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'heart', 'of', 'the', 'bustling', 'city', ',', 'a', 'swallow', 'unexpectedly', 'made', 'its', 'home', 'in', 'the', 'rafters', 'of', 'a', 'trendy', ',', 'upscale', 'restaurant', ',', 'entertaining', 'patrons', 'with', 'its', 'acrobatic', 'aerial', 'displays', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'marine', 'biologist', ""'"", 's', 'groundbreaking', 'study', 'on', 'turtle', 'migration', 'patterns', 'revealed', 'a', 'previously', 'unknown', ',', '1', ',', '500', '-', 'mile', 'journey', 'undertaken', 'by', 'loggerhead', 'turtles', 'each', 'winter', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['The', 'wildlife', 'documentary', 'highlighted', 'the', 'remarkable', 'adaptability', 'of', 'the', 'snow', 'leopard', ',', 'often', 'mistakenly', 'referred', 'to', 'as', 'a', 'large', 'cat', ',', 'as', 'it', 'navigated', 'the', 'harsh', 'Himalayan', 'terrain', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'traditional', 'Japanese', 'folklore', ',', 'the', 'leopard', 'was', 'often', 'depicted', 'as', 'a', 'symbol', 'of', 'courage', 'and', 'strength', ',', 'appearing', 'in', 'numerous', 'ukiyo', '-', 'e', 'woodblock', 'prints', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'an', 'effort', 'to', 'reduce', 'coyote', 'attacks', 'on', 'sheep', ',', 'the', 'New', 'Zealand', 'farmer', 'invested', 'in', 'a', 'high', '-', 'tech', ',', 'motion', '-', 'activated', 'sprinkler', 'system', 'for', 'his', 'pastures', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', '4H', 'fair', ',', 'Emily', 'proudly', 'displayed', 'her', 'prize', '-', 'winning', 'rabbit', ',', 'a', 'beautiful', 'English', 'Angora', 'named', 'Snowflake', ',', 'whose', 'fur', 'required', 'daily', 'grooming', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'I', 'lifted', 'the', 'old', ',', 'rotten', 'log', 'in', 'the', 'forest', ',', 'a', 'startled', 'stag', 'beetle', 'scurried', 'out', ',', 'its', 'shiny', 'black', 'elytra', 'glinting', 'in', 'the', 'sunlight', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'hunting', 'season', 'opened', ',', 'experienced', 'guide', 'Jack', 'led', 'his', 'client', 'to', 'a', 'secluded', 'spot', 'near', 'the', 'elk', 'feeding', 'grounds', ',', 'where', 'they', 'waited', 'patiently', 'for', 'the', 'perfect', 'shot', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Dr', '.', 'Patel', ""'"", 's', 'groundbreaking', 'research', 'on', 'hyena', 'social', 'dynamics', 'revealed', 'a', 'complex', 'matriarchal', 'hierarchy', ',', 'challenging', 'traditional', 'notions', 'of', 'these', 'oft', '-', 'misunderstood', 'carnivores', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
